,Company,Market Value (M),rank_change1000,employees,CEO,Sector,HQ Location,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_Approval,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Division,Midwest,Northeast,South,West,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
54,hp,29795.9,3.0,55000.0,Enrique J. Lores,Technology,"Palo Alto, Calif.",55000.0,58472.0,12.3,5327.0,110.9,34622.0,0.0,-639.0,0.0,9.1,15.4,0.0,3.26,11.5,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
55,humana,36079.6,0.0,41600.0,Bruce D. Broussard,Health Care,"Louisville, Ky.",41600.0,56912.0,5.8,1683.0,-31.3,25413.0,0.0,10161.0,0.0,3.0,6.6,16.6,12.16,23.5,23.5,26477.0,10.0,57.0,0.8,8.5,265342.0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kentucky,South,East South Central,0,0,1,0,0,1,0,0,0,0,0,0,0
56,facebook,475731.6,19.0,35587.0,Mark Zuckerberg,Technology,"Menlo Park, Calif.",35587.0,55838.0,37.4,22112.0,38.8,97334.0,0.0,84127.0,0.0,39.6,22.7,26.3,7.57,19.1,0.0,287305.0,8.0,46.0,0.63,4.0,390551.0,0.25,0.94,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
57,caterpillar,77980.3,7.0,104000.0,D. James Umpleby III,Industrials,"Deerfield, Ill.",104000.0,54722.0,20.4,6147.0,715.3,78509.0,0.0,14039.0,0.0,11.2,7.8,43.8,10.26,10.3,14.3,42497.0,12.0,60.5,0.92,4.5,285468.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
58,energytransfer,40260.0,5.0,11768.0,Kelcy L. Warren,Energy,"Dallas, Texas",11768.0,54436.0,14.6,1694.0,77.6,88246.0,0.0,20559.0,0.0,3.1,1.9,8.2,1.15,-2.7,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
59,lockheedmartin,84887.6,-1.0,105000.0,Marillyn A. Hewson,Aerospace &amp; Defense,"Bethesda, Md.",105000.0,53762.0,5.3,5046.0,152.0,44876.0,0.0,1394.0,0.0,9.4,11.2,362.0,17.59,15.2,15.8,67552.0,12.0,65.5,0.75,8.5,273987.0,0.33,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
60,pfizer,235785.1,-4.0,92400.0,Albert Bourla,Health Care,"New York, N.Y.",92400.0,53647.0,2.1,11153.0,-47.7,159422.0,0.0,63407.0,0.0,20.8,7.0,17.6,1.87,11.2,13.8,208579.0,11.0,62.0,0.91,6.0,328417.0,0.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
61,goldmansachs,70414.9,8.0,36600.0,David M. Solomon,Financials,"New York, N.Y.",36600.0,52528.0,24.3,10459.0,144.0,931796.0,0.0,90185.0,0.0,19.9,1.1,11.6,25.27,0.2,8.5,79975.0,13.0,59.0,0.69,4.0,593895.0,0.15,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
62,morganstanley,72110.8,4.0,60348.0,James P. Gorman,Financials,"New York, N.Y.",60348.0,50193.0,15.0,8748.0,43.2,853531.0,0.0,80246.0,0.0,17.4,1.0,10.9,4.73,6.7,11.1,63895.0,14.0,61.5,0.71,4.0,344167.0,0.21,0.92,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
63,ciscosystems,237665.5,-2.0,74200.0,Charles H. Robbins,Technology,"San Jose, Calif.",74200.0,49330.0,2.8,110.0,-98.9,108784.0,0.0,43204.0,0.0,0.2,0.1,0.3,0.02,17.8,12.7,146764.0,11.0,60.0,0.73,12.0,313987.0,0.27,0.95,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
64,cigna,61058.9,8.0,73800.0,David M. Cordani,Health Care,"Bloomfield, Conn.",73800.0,48650.0,16.9,2637.0,17.9,153226.0,0.0,41028.0,0.0,5.4,1.7,6.4,10.54,16.8,27.5,34532.0,11.0,62.0,0.91,8.0,296170.0,0.27,0.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
65,aig,37440.1,-6.0,49600.0,Brian Duperreault,Financials,"New York, N.Y.",49600.0,47389.0,-4.3,-6.0,0.0,491984.0,0.0,56361.0,0.0,-0.0,-0.0,-0.0,-0.01,-3.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
66,hcahealthcare,44787.0,-4.0,229000.0,Samuel N. Hazen,Health Care,"Nashville, Tenn.",229000.0,46677.0,-2.0,3787.0,70.9,39207.0,0.0,-4950.0,0.0,8.1,9.7,0.0,10.66,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,East South Central,0,0,1,0,0,1,0,0,0,0,0,0,0
67,americanairlines,14262.0,3.0,128900.0,W. Douglas Parker,Transportation,"Fort Worth, Texas",128900.0,44541.0,5.5,1412.0,-26.4,60580.0,0.0,-169.0,0.0,3.2,2.3,0.0,3.03,5.8,0.0,29133.0,11.0,61.0,0.91,2.0,417467.0,0.09,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
68,deltaairlines,35067.8,6.0,88680.0,Edward H. Bastian,Transportation,"Atlanta, Ga.",88680.0,44438.0,7.7,3935.0,10.0,60266.0,0.0,13687.0,0.0,8.9,6.5,28.7,5.67,14.4,16.8,39984.0,16.0,64.5,0.81,4.5,282427.0,0.06,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
69,chartercommunications,85923.4,4.0,98000.0,Thomas M. Rutledge,Telecommunications,"Stamford, Conn.",98000.0,43634.0,4.9,1230.0,-87.6,146130.0,0.0,36285.0,0.0,2.8,0.8,3.4,5.22,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
70,newyorklifeinsurance,0.0,-2.0,11388.0,Theodore A. Mathas,Financials,"New York, N.Y.",11388.0,43425.3,2.7,880.0,-52.9,311449.3,0.0,21006.5,0.0,2.0,0.3,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
71,americanexpress,91675.1,14.0,59000.0,Stephen J. Squeri,Financials,"New York, N.Y.",59000.0,43281.0,21.6,6921.0,153.0,188602.0,0.0,22290.0,0.0,16.0,3.7,31.0,7.91,2.5,19.7,72105.0,12.0,64.0,0.75,8.0,295150.0,0.25,0.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
72,nationwide,0.0,-7.0,30472.0,Kirt A. Walker,Financials,"Columbus, Ohio",30472.0,43270.0,-1.5,512.6,107.9,214141.9,0.0,14478.1,0.0,1.2,0.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
73,bestbuy,19030.2,-2.0,125000.0,Corie Barry,Retailing,"Richfield, Minn.",125000.0,42879.0,1.7,1464.0,46.4,12901.0,0.0,3306.0,0.0,3.4,11.3,44.3,5.2,9.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
74,libertymutualinsurance,0.0,-7.0,50000.0,David H. Long,Financials,"Boston, Mass.",50000.0,42685.0,-0.0,2160.0,12605.9,125989.0,0.0,20735.0,0.0,5.1,1.7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
75,merck,214680.1,2.0,69000.0,Kenneth C. Frazier,Health Care,"Kenilworth, N.J.",69000.0,42294.0,5.4,6220.0,159.8,82637.0,0.0,26701.0,0.0,14.7,7.5,23.3,2.32,12.3,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
76,honeywellinternational,115752.5,0.0,114000.0,Darius E. Adamczyk,Industrials,"Morris Plains, N.J.",114000.0,41802.0,3.1,6765.0,308.8,57773.0,0.0,18180.0,0.0,16.2,11.7,37.2,8.98,10.9,18.3,79596.0,13.0,63.0,0.92,9.0,287391.0,0.23,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
77,unitedcontinentalholdings,21279.5,3.0,92000.0,Oscar Munoz,Transportation,"Chicago, Ill.",92000.0,41303.0,9.5,2129.0,-0.1,44792.0,0.0,9995.0,0.0,5.2,4.8,21.3,7.7,17.2,22.5,22484.0,11.0,63.0,0.82,5.0,248535.0,0.18,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
78,tiaa,0.0,5.0,17643.0,Roger W. Ferguson Jr.,Financials,"New York, N.Y.",17643.0,41052.1,14.0,1560.5,48.7,568190.2,0.0,38126.3,0.0,3.8,0.3,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
79,tysonfoods,25360.5,0.0,121000.0,Noel White,"Food, Beverages &amp; Tobacco","Springdale, Ark.",121000.0,40052.0,4.7,3024.0,70.5,29109.0,0.0,12803.0,0.0,7.6,10.4,23.6,8.19,11.2,21.2,16607.0,9.0,60.5,0.67,7.0,225600.0,0.11,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
80,oracle,183562.2,1.0,137000.0,Safra A. Catz,Technology,"Redwood City, Calif.",137000.0,39831.0,5.6,3825.0,-59.0,137264.0,0.0,45726.0,0.0,9.6,2.8,8.4,0.9,4.9,11.1,165638.0,12.0,69.5,0.67,13.5,588485.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
81,allstate,31264.3,-3.0,45420.0,Thomas J. Wilson,Financials,"Northbrook, Ill.",45420.0,39815.0,3.4,2252.0,-29.4,112249.0,0.0,21312.0,0.0,5.7,2.0,10.6,5.96,10.7,12.3,23966.0,10.0,60.5,0.9,4.0,225270.0,0.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
82,worldfuelservices,1940.6,8.0,5000.0,Michael J. Kasbar,Energy,"Miami, Fla.",5000.0,39750.3,18.0,127.7,0.0,5676.9,0.0,1815.4,0.0,0.3,2.2,7.0,1.89,-12.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
83,massachusettsmutuallifeinsurance,0.0,9.0,9844.0,Roger W. Crandall,Financials,"Springfield, Mass.",9844.0,39267.2,17.2,397.9,-22.4,265812.6,0.0,15609.8,0.0,1.0,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
84,tjx,65615.7,0.0,270000.0,Ernie L. Herrman,Retailing,"Framingham, Mass.",270000.0,38972.9,8.7,3059.8,17.3,14326.0,0.0,5048.6,0.0,7.9,21.4,60.6,2.43,8.5,25.8,49357.0,10.0,62.0,0.9,8.0,267411.0,0.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
85,conocophillips,75710.1,9.0,10800.0,Ryan M. Lance,Energy,"Houston, Texas",10800.0,38727.0,18.9,6257.0,0.0,69980.0,0.0,31939.0,0.0,16.2,8.9,19.6,5.32,0.6,8.4,65805.0,11.0,64.0,0.82,3.0,360054.0,0.18,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
86,deere,50908.0,15.0,74413.0,John C. May,Industrials,"Moline, Ill.",74413.0,37357.7,25.6,2368.4,9.7,70108.0,0.0,11287.8,0.0,6.3,3.4,21.0,7.24,13.0,17.2,25596.0,14.0,65.0,0.93,8.0,236413.0,0.21,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
87,techdata,3779.0,-5.0,14000.0,Richard T. Hume,Wholesalers,"Clearwater, Fla.",14000.0,37239.0,1.3,340.6,192.0,12986.6,0.0,2936.7,0.0,0.9,2.6,11.6,8.89,9.7,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
88,enterpriseproductspartners,63579.8,16.0,7000.0,A. James Teague,Energy,"Houston, Texas",7000.0,36534.2,24.9,4172.4,49.1,56969.8,0.0,23853.5,0.0,11.4,7.3,17.5,1.91,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
89,nike,132529.5,-1.0,73100.0,Mark G. Parker,Apparel,"Beaverton, Ore.",73100.0,36397.0,6.0,1933.0,-54.4,22536.0,0.0,9812.0,0.0,5.3,8.6,19.7,1.17,14.9,20.8,111662.0,13.0,59.0,0.69,9.0,273682.0,0.23,0.91,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregon,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
90,publixsupermarkets,0.0,-3.0,202000.0,Randall T. Jones Sr.,Food &amp; Drug Stores,"Lakeland, Fla.",202000.0,36395.7,4.5,2381.2,3.9,18982.5,0.0,14958.3,0.0,6.5,12.5,15.9,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
91,generaldynamics,48883.0,7.0,105600.0,Phebe N. Novakovic,Aerospace &amp; Defense,"Falls Church, Va.",105600.0,36193.0,16.9,3345.0,14.9,45408.0,0.0,11732.0,0.0,9.2,7.4,28.5,11.18,12.6,13.1,46970.0,12.0,63.0,0.83,5.0,254374.0,0.25,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
92,exelon,48623.7,-1.0,33383.0,Christopher M. Crane,Energy,"Chicago, Ill.",33383.0,35985.0,7.3,2010.0,-46.7,119666.0,0.0,30764.0,0.0,5.6,1.7,6.5,2.07,14.6,2.2,25674.0,14.0,65.5,0.86,4.5,246500.0,0.14,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
93,plainsgpholdings,3974.4,21.0,4900.0,Wilfred C.W. Chiang,Energy,"Houston, Texas",4900.0,34055.0,29.9,334.0,0.0,26830.0,0.0,1846.0,0.0,1.0,1.2,18.1,2.11,-17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
94,3m,119659.8,2.0,93516.0,Michael F. Roman,Industrials,"St. Paul, Minn.",93516.0,32765.0,3.5,5349.0,10.1,36500.0,0.0,9796.0,0.0,16.3,14.7,54.6,8.89,9.0,15.6,96796.0,11.0,65.0,0.91,7.0,270180.0,0.18,0.95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
95,abbvie,119125.3,14.0,30000.0,Richard A. Gonzalez,Health Care,"North Chicago, Ill.",30000.0,32753.0,16.1,5687.0,7.1,59352.0,0.0,-8446.0,0.0,17.4,9.6,0.0,3.66,15.7,0.0,97349.0,9.0,63.0,0.89,2.0,295129.0,0.11,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
96,chs,0.0,-1.0,10495.0,Jay D. Debertin,"Food, Beverages &amp; Tobacco","Inver Grove Heights, Minn.",10495.0,32683.3,2.0,775.9,983.8,16381.2,0.0,8155.6,0.0,2.4,4.7,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
97,capitalonefinancial,38340.7,3.0,47600.0,Richard D. Fairbank,Financials,"McLean, Va.",47600.0,32377.0,7.9,6015.0,203.5,372538.0,0.0,51668.0,0.0,18.6,1.6,11.6,11.82,1.6,10.8,41978.0,10.0,62.0,0.8,10.5,330003.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
98,progressive,42099.5,13.0,37346.0,Susan Patricia Griffith,Financials,"Mayfield Village, Ohio",37346.0,31979.0,19.2,2615.3,64.3,46575.0,0.0,10821.8,0.0,8.2,5.6,24.2,4.42,20.9,18.7,19367.0,10.0,61.0,0.7,9.0,240007.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
99,coca-cola,200334.1,-13.0,62600.0,James R. Quincey,"Food, Beverages &amp; Tobacco","Atlanta, Ga.",62600.0,31856.0,-10.0,6434.0,415.5,83216.0,0.0,16981.0,0.0,20.2,7.7,37.9,1.5,6.1,11.0,184179.0,15.0,63.0,0.87,5.0,256976.0,0.27,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
100,usaa,0.0,-1.0,33689.0,Stuart Parker,Financials,"San Antonio, Texas",33689.0,31367.8,4.5,2291.9,-5.4,158506.8,0.0,31179.4,0.0,7.3,1.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
101,hewlettpackardenterprise,21144.9,5.0,60000.0,Antonio Neri,Technology,"Palo Alto, Calif.",60000.0,30852.0,6.9,1908.0,454.7,55493.0,0.0,21239.0,0.0,6.2,3.4,9.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
102,abbottlaboratories,140412.2,8.0,103000.0,Miles D. White,Health Care,"Abbott Park, Ill.",103000.0,30578.0,11.6,2368.0,396.4,67173.0,0.0,30524.0,0.0,7.7,3.5,7.8,1.33,16.0,13.9,66771.0,11.0,64.0,0.91,7.0,278579.0,0.36,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
103,twenty-firstcenturyfox,0.0,5.0,22400.0,James R. Murdoch,Media,"New York, N.Y.",22400.0,30400.0,6.7,4464.0,51.2,53831.0,0.0,19564.0,0.0,14.7,8.3,22.8,2.4,7.6,20.8,60998.0,13.0,54.0,0.62,8.0,312000.0,0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
104,microntechnology,45739.4,45.0,36000.0,Sanjay Mehrotra,Technology,"Boise, Idaho",36000.0,30391.0,49.5,14135.0,177.8,43376.0,0.0,32294.0,0.0,46.5,32.6,43.8,11.51,7.8,28.2,17980.0,8.0,56.5,0.88,6.0,338210.0,0.13,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Idaho,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
105,travelers,36126.7,0.0,30400.0,Alan D. Schnitzer,Financials,"New York, N.Y.",30400.0,30282.0,4.8,2523.0,22.7,104233.0,0.0,22894.0,0.0,8.3,2.4,11.0,9.28,8.2,13.0,34343.0,12.0,65.0,0.92,9.5,290787.0,0.25,0.92,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
106,riteaid,685.7,-13.0,48410.0,Heyward Donigan,Food &amp; Drug Stores,"Camp Hill, Pa.",48410.0,30215.4,-8.0,943.5,23178.3,8989.3,0.0,1601.0,0.0,3.1,10.5,58.9,18.0,-32.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
107,northropgrumman,45821.0,10.0,85000.0,Kathy J. Warden,Aerospace &amp; Defense,"Falls Church, Va.",85000.0,30095.0,16.6,3229.0,60.2,37653.0,0.0,8187.0,0.0,10.7,8.6,39.4,18.49,18.4,22.7,34242.0,12.0,65.0,0.92,6.5,264052.0,0.17,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
