,Company,Market Value (M),rank_change1000,employees,CEO,Sector,HQ Location,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_Approval,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Division,Midwest,Northeast,South,West,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
226,arconic,8658.4,-2.0,43000.0,John C. Plant,Aerospace &amp; Defense,"New York, N.Y.",43000.0,14014.0,8.1,642.0,0.0,18693.0,0.0,5573.0,0.0,4.6,3.4,11.5,1.3,-4.8,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
227,stanleyblack&decker,20610.3,0.0,60767.0,James M. Loree,Household Products,"New Britain, Conn.",60767.0,13982.4,9.7,605.2,-50.6,19408.0,0.0,7836.2,0.0,4.3,3.1,7.7,3.99,10.4,16.0,15867.0,11.0,64.0,0.91,5.0,260349.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Connecticut,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
228,textron,11846.7,-21.0,35000.0,Scott C. Donnelly,Aerospace &amp; Defense,"Providence, R.I.",35000.0,13972.0,-1.6,1222.0,298.0,14264.0,0.0,5192.0,0.0,8.7,8.6,23.5,4.83,4.8,13.2,11540.0,11.0,67.0,0.91,11.0,249750.0,0.09,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rhode Island,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
229,lasvegassands,47247.2,-3.0,51500.0,Sheldon G. Adelson,"Hotels, Restaurants &amp; Leisure","Las Vegas, Nev.",51500.0,13729.0,6.6,2413.0,-14.0,22547.0,0.0,5684.0,0.0,17.6,10.7,42.5,3.07,-3.6,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nevada,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
230,esteelauder,59790.5,27.0,46000.0,Fabrizio Freda,Household Products,"New York, N.Y.",46000.0,13683.0,15.7,1108.0,-11.3,12567.0,0.0,4688.0,0.0,8.1,8.8,23.6,2.95,13.0,25.2,29739.0,15.0,59.0,0.6,11.0,263682.0,0.47,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
231,dishnetwork,14827.5,-29.0,16000.0,W. Erik Carlson,Telecommunications,"Englewood, Colo.",16000.0,13621.3,-5.4,1575.1,-24.9,30587.0,0.0,8595.7,0.0,11.6,5.1,18.3,3.0,-15.5,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Colorado,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
232,stryker,73695.7,7.0,36000.0,Kevin A. Lobo,Health Care,"Kalamazoo, Mich.",36000.0,13601.0,9.3,3553.0,248.3,27229.0,0.0,11730.0,0.0,26.1,13.0,30.3,9.34,17.4,16.2,35953.0,9.0,60.0,0.67,6.0,288496.0,0.22,0.97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
233,kellogg,19722.6,-8.0,34000.0,Steven A. Cahillane,"Food, Beverages &amp; Tobacco","Battle Creek, Mich.",34000.0,13547.0,4.8,1336.0,5.3,17780.0,0.0,2601.0,0.0,9.9,7.5,51.4,3.83,1.6,5.8,24934.0,13.0,64.0,0.85,5.0,260000.0,0.38,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Michigan,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
234,biogen,46498.0,10.0,7800.0,Michel Vounatsos,Health Care,"Cambridge, Mass.",7800.0,13452.9,9.6,4430.7,74.5,25288.9,0.0,13039.6,0.0,32.9,17.5,34.0,21.58,3.1,21.2,64755.0,11.0,63.0,0.91,6.0,389134.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
235,alcoa,5224.1,26.0,14000.0,Roy C. Harvey,Materials,"Pittsburgh, Pa.",14000.0,13403.0,15.0,227.0,4.6,15938.0,0.0,5389.0,0.0,1.7,1.4,4.2,1.2,0.0,0.0,11699.0,12.0,66.0,0.92,7.0,241000.0,0.25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pennsylvania,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
236,anadarkopetroleum,22828.2,20.0,4700.0,R. A. Walker,Energy,"The Woodlands, Texas",4700.0,13382.0,12.4,615.0,0.0,40376.0,0.0,8496.0,0.0,4.6,1.5,7.2,1.2,-10.3,2.1,33984.0,11.0,60.0,0.91,3.0,368419.0,0.09,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
237,dominionenergy,61281.9,-5.0,16100.0,Thomas F. Farrell II,Energy,"Richmond, Va.",16100.0,13366.0,6.2,2447.0,-18.4,77914.0,0.0,20107.0,0.0,18.3,3.1,12.2,3.74,6.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
238,adp,69587.5,4.0,57000.0,Carlos A. Rodriguez,Business Services,"Roseland, N.J.",57000.0,13325.8,7.6,1620.8,-6.5,37088.7,0.0,3459.6,0.0,12.2,4.4,46.8,3.66,15.8,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
239,salesforcecom,122103.3,45.0,35000.0,0,Technology,"San Francisco, Calif.",35000.0,13282.0,26.7,1110.0,770.7,30737.0,0.0,15605.0,0.0,8.4,3.6,7.1,1.43,19.9,32.8,50943.0,11.0,60.0,0.73,9.0,655126.0,0.18,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
240,lbrands,7589.9,-10.0,57200.0,Leslie H. Wexner,Retailing,"Columbus, Ohio",57200.0,13236.9,4.8,643.9,-34.5,8090.2,0.0,-869.1,0.0,4.9,8.0,0.0,2.31,-11.7,17.5,27870.0,12.0,70.0,0.67,11.0,225018.0,0.17,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
241,henryschein,9100.9,-4.0,22600.0,Stanley M. Bergman,Health Care,"Melville, N.Y.",22600.0,13202.0,5.9,535.9,31.9,8500.5,0.0,2961.3,0.0,4.1,6.3,18.1,3.49,6.6,15.7,12652.0,15.0,70.0,0.67,13.0,255900.0,0.13,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
242,newellbrands,6490.1,-47.0,37000.0,Ravichandra K. Saligram,Household Products,"Hoboken, N.J.",37000.0,13033.1,-11.6,-6917.9,-351.7,17716.4,0.0,5243.0,0.0,-53.1,-39.0,-131.9,-14.6,-8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
243,guardianlifeinscoofamerica,0.0,-5.0,9556.0,Deanna M. Mulligan,Financials,"New York, N.Y.",9556.0,13014.9,4.5,464.9,2.1,74053.0,0.0,7171.8,0.0,3.6,0.6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
244,bj'swholesaleclub,3776.6,0.0,26383.0,Christopher J. Baldwin,Retailing,"Westborough, Mass.",26383.0,13007.3,2.0,127.3,153.0,3239.3,0.0,-202.1,0.0,1.0,3.9,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
245,bb&tcorp,35541.0,4.0,35852.0,Kelly S. King,Financials,"Winston-Salem, N.C.",35852.0,12996.0,6.9,3237.0,35.2,225697.0,0.0,30122.0,0.0,24.9,1.4,10.7,3.91,5.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
246,statestreetcorp,24919.6,12.0,40142.0,0,Financials,"Boston, Mass.",40142.0,12973.0,10.2,2599.0,19.4,244626.0,0.0,24790.0,0.0,20.0,1.1,10.5,6.4,-1.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
247,viacom,11530.7,-27.0,10880.0,Robert M. Bakish,Media,"New York, N.Y.",10880.0,12943.0,-2.4,1719.0,-8.3,23783.0,0.0,7407.0,0.0,13.3,7.2,23.2,4.27,-19.8,5.0,19716.0,11.0,61.0,0.55,21.0,312237.0,0.36,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
248,ameriprisefinancial,17345.1,3.0,14062.0,James M. Cracchiolo,Financials,"Minneapolis, Minn.",14062.0,12924.0,7.0,2098.0,41.8,137216.0,0.0,5588.0,0.0,16.2,1.5,37.5,14.2,0.4,18.8,20188.0,9.0,65.0,0.89,10.0,277262.0,0.33,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
249,core-markholding,1703.2,-3.0,8087.0,Scott E. McPherson,Wholesalers,"South San Francisco, Calif.",8087.0,12903.9,5.6,45.5,35.8,1666.1,0.0,567.0,0.0,0.4,2.7,8.0,0.99,5.3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
250,reinsurancegroupofamerica,8922.0,-17.0,2767.0,Anna Manning,Financials,"Chesterfield, Mo.",2767.0,12875.7,2.9,715.8,-60.7,64535.2,0.0,8450.6,0.0,5.6,1.1,8.5,11.0,14.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
251,vf,34382.1,-10.0,69000.0,Steven E. Rendle,Apparel,"Greensboro, N.C.",69000.0,12862.3,3.7,658.6,7.1,10311.3,0.0,3688.1,0.0,5.1,6.4,17.9,1.64,5.1,20.8,28739.0,12.0,59.0,0.83,7.5,223009.0,0.17,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
252,discoverfinancialservices,23215.1,10.0,16600.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24033.0,11.0,61.0,0.91,8.0,231362.0,0.27,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,globalpartners,668.4,77.0,2500.0,Eric Slifka,Wholesalers,"Waltham, Mass.",2500.0,12672.6,42.1,103.9,76.9,2424.3,0.0,497.3,0.0,0.8,4.3,20.9,2.95,-6.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Massachusetts,Northeast,New England,0,1,0,0,0,0,0,0,1,0,0,0,0
254,edisoninternational,20174.2,-11.0,12574.0,Pedro J. Pizarro,Energy,"Rosemead, Calif.",12574.0,12657.0,2.7,-423.0,-174.9,56715.0,0.0,10459.0,0.0,-3.3,-0.7,-4.0,-1.3,7.2,9.2,19718.0,9.0,63.0,0.78,5.0,247697.0,0.33,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
255,oneok,28746.9,-7.0,2684.0,Terry K. Spencer,Energy,"Tulsa, Okla.",2684.0,12593.2,3.4,1151.7,197.0,18231.7,0.0,6579.5,0.0,9.1,6.3,17.5,2.78,5.5,20.9,7094.0,10.0,64.0,0.8,10.0,200054.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
256,murphyusa,2755.6,22.0,6800.0,R. Andrew Clyde,Retailing,"El Dorado, Ark.",6800.0,12524.0,15.4,213.6,-12.9,2360.8,0.0,807.3,0.0,1.7,9.0,26.5,6.48,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arkansas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
257,bedbath&beyond,2335.7,-10.0,65000.0,Mark J. Tritton,Retailing,"Union, N.J.",65000.0,12349.3,1.1,424.9,-38.0,7040.8,0.0,2888.6,0.0,3.4,6.0,14.7,3.04,-31.6,-7.2,9951.0,10.0,60.0,0.7,14.0,202500.0,0.2,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,New Jersey,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
258,consolidatededison,27230.6,-4.0,15307.0,John J. McAvoy,Energy,"New York, N.Y.",15307.0,12337.0,2.5,1382.0,-9.4,53920.0,0.0,16726.0,0.0,11.2,2.6,8.3,4.42,10.9,11.7,19256.0,10.0,64.0,0.8,8.5,249332.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
259,csx,60805.2,5.0,22475.0,James M. Foote,Transportation,"Jacksonville, Fla.",22475.0,12250.0,7.4,3309.0,-39.5,36729.0,0.0,12563.0,0.0,27.0,9.0,26.3,3.84,19.0,21.6,26313.0,12.0,65.5,0.92,9.0,273659.0,0.17,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Florida,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
260,jcpenney,471.4,-26.0,95000.0,Jill A. Soltau,Retailing,"Plano, Texas",95000.0,12019.0,-3.9,-255.0,0.0,7721.0,0.0,1170.0,0.0,-2.1,-3.3,-21.8,-0.81,-35.3,-24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
261,lkq,8926.4,38.0,51000.0,Dominick P. Zarcone,Wholesalers,"Chicago, Ill.",51000.0,11876.7,20.6,480.1,-10.0,11393.4,0.0,4782.3,0.0,4.0,4.2,10.0,1.52,-6.3,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
262,firstenergy,22059.6,-44.0,12494.0,Charles E. Jones,Energy,"Akron, Ohio",12494.0,11864.0,-12.9,1348.0,0.0,40063.0,0.0,6814.0,0.0,11.4,3.4,19.8,1.99,7.2,2.3,13198.0,13.0,66.0,0.92,4.0,221761.0,0.15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
263,steeldynamics,7862.8,48.0,8200.0,Mark D. Millett,Materials,"Fort Wayne, Ind.",8200.0,11821.8,23.9,1258.4,54.8,7703.6,0.0,3935.1,0.0,10.6,16.3,32.0,5.35,11.4,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Indiana,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
264,lithiamotors,2147.0,29.0,13643.0,Bryan B. DeBoer,Retailing,"Medford, Ore.",13643.0,11821.4,17.2,265.7,8.4,5384.0,0.0,1197.2,0.0,2.2,4.9,22.2,10.86,2.9,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Oregon,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
265,mgmresortsinternational,13777.3,14.0,74500.0,James J. Murren,"Hotels, Restaurants &amp; Leisure","Las Vegas, Nev.",74500.0,11763.1,9.2,466.8,-76.2,30210.7,0.0,6512.3,0.0,4.0,1.5,7.2,0.81,1.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nevada,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
266,tenneco,1793.2,53.0,81000.0,0,Motor Vehicles &amp; Parts,"Lake Forest, Ill.",81000.0,11763.0,26.8,55.0,-73.4,13232.0,0.0,1726.0,0.0,0.5,0.4,3.2,0.93,-12.8,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Illinois,Midwest,East North Central,1,0,0,0,1,0,0,0,0,0,0,0,0
267,nvidia,108813.4,38.0,13277.0,Jen-Hsun Huang,Technology,"Santa Clara, Calif.",13277.0,11716.0,20.6,4141.0,35.9,13292.0,0.0,9342.0,0.0,35.3,31.2,44.3,6.63,54.3,33.4,15291.0,12.0,59.0,0.92,13.5,300726.0,0.17,0.96,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
268,sempraenergy,34508.6,2.0,16823.0,J. Walker Martin,Energy,"San Diego, Calif.",16823.0,11687.0,4.3,1049.0,309.8,60638.0,0.0,14853.0,0.0,9.0,1.7,7.1,3.42,6.8,13.2,25389.0,13.0,67.0,0.92,5.0,268250.0,0.23,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
269,farmersinsuranceexchange,0.0,-17.0,12740.0,Jeffrey J. Dailey,Financials,"Woodland Hills, Calif.",12740.0,11650.4,-3.5,-70.5,0.0,17016.3,0.0,4096.3,0.0,-0.6,-0.4,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
270,ball,19335.0,6.0,17500.0,John A. Hayes,Materials,"Broomfield, Colo.",17500.0,11635.0,5.9,454.0,21.4,16554.0,0.0,3458.0,0.0,3.9,2.7,13.1,1.29,13.2,17.0,9337.0,9.0,68.0,0.67,10.0,254952.0,0.11,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Colorado,West,Mountain,0,0,0,1,0,0,0,1,0,0,0,0,0
271,group1automotive,1186.6,1.0,14570.0,Earl J. Hesterberg,Retailing,"Houston, Texas",14570.0,11601.4,4.3,157.8,-26.1,5001.1,0.0,1095.7,0.0,1.4,3.2,14.4,7.83,-4.6,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
272,unum,7260.8,-6.0,9600.0,Richard P. McKenney,Financials,"Chattanooga, Tenn.",9600.0,11598.5,2.8,523.4,-47.4,61875.6,0.0,8621.8,0.0,4.5,0.8,6.1,2.38,-1.5,6.8,8435.0,15.0,60.0,0.87,9.0,246054.0,0.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,East South Central,0,0,1,0,0,1,0,0,0,0,0,0,0
273,xcelenergy,28903.8,-8.0,11068.0,Benjamin G.S. Fowke III,Energy,"Minneapolis, Minn.",11068.0,11537.0,1.2,1261.0,9.8,45987.0,0.0,12222.0,0.0,10.9,2.7,10.3,2.47,15.9,14.6,18071.0,12.0,61.0,0.75,6.0,231658.0,0.25,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Minnesota,Midwest,West North Central,1,0,0,0,0,0,0,0,0,0,0,1,0
274,reliancesteel&aluminum,6054.5,30.0,15600.0,James D. Hoffman,Materials,"Los Angeles, Calif.",15600.0,11534.5,18.7,633.7,3.3,8044.9,0.0,4671.6,0.0,5.5,7.9,13.6,8.75,1.1,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,California,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
275,huntsman,5251.9,6.0,10000.0,Peter R. Huntsman,Chemicals,"The Woodlands, Texas",10000.0,11527.0,8.8,337.0,-47.0,7953.0,0.0,2520.0,0.0,2.9,4.2,13.4,1.39,-2.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,West South Central,0,0,1,0,0,0,0,0,0,0,0,0,1
276,norfolksouthern,49860.3,7.0,26662.0,James A. Squires,Transportation,"Norfolk, Va.",26662.0,11458.0,8.6,2666.0,-50.7,36239.0,0.0,15362.0,0.0,23.3,7.4,17.4,9.51,12.5,15.1,23894.0,13.0,63.0,0.85,4.0,276324.0,0.15,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Virginia,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
277,laboratorycorpofamerica,15095.8,8.0,61000.0,Adam H. Schechter,Health Care,"Burlington, N.C.",61000.0,11333.4,8.5,883.7,-30.3,16185.3,0.0,6971.4,0.0,7.8,5.5,12.7,8.61,6.7,7.0,12421.0,9.0,59.0,0.89,8.0,239939.0,0.11,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,South Atlantic,0,0,1,0,0,0,0,0,0,0,1,0,0
278,corning,25990.7,14.0,51500.0,Wendell P. Weeks,Industrials,"Corning, N.Y.",51500.0,11290.0,11.6,1066.0,0.0,27505.0,0.0,13792.0,0.0,9.4,3.9,7.7,1.13,13.7,14.5,22003.0,14.0,65.0,0.79,5.5,272495.0,0.21,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,New York,Northeast,Middle Atlantic,0,1,0,0,0,0,1,0,0,0,0,0,0
279,expedia,17515.6,15.0,24500.0,Mark D. Okerstrom,Retailing,"Bellevue, Wash.",24500.0,11223.0,11.6,406.0,7.4,18033.0,0.0,4104.0,0.0,3.6,2.3,9.9,2.65,11.1,31.6,17697.0,10.0,70.5,0.5,10.0,324953.0,0.1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Washington,West,Pacific,0,0,0,1,0,0,0,0,0,1,0,0,0
